,Unnamed: 0,Reviews,actionable_value
2616,6246,"Steak and seafood restaurant. Had the lobster, it was amazing. Also tried my gf's prime rib , delicious. They serve regular bread and garlic bread with the meals . It was a bit pricey . our server was great as well, I forget her name but she's a tall blonde lady that didn't write anything down and got everything right .",0
2617,6247,Food was not very good. Staff was okay but truthfully for 274 dollars for three of usWe could have eaten much better food twice,1
2618,6248,"I haven't eaten at this restaurant, but have heard great things from everyone who has.  Based on that alone, I decided to see about making a reservation for one of their rooms for about 20 people.  My reservation is short notice with the added fact that it's so close to Christmas and New Years, but the attitude I got from ""Julie"" was not appreciated.The phone convo was short, but went something like this:Friendly hostess answers the phone and I ask about making a reservation.  She is polite and asks if I can hold for Julie.Julie: Hello.Me: Hi is this Julie?Julie: Yes.Me: Hi, my name is Damon and I wanted to try and make a reservation for one of your private banquet rooms.Julie: What day?Me: We're looking at the 20th?Julie: (Chuckles) Yah, I'm booked solid due to the holidays.Me: Oh OK, i appreciate the information and.....Julie: How many people?Me: Oh, about 20 (thinking that she found something available).Julie: Let's put it this way, I don't have anything on the weekend through the end of the year.Me: Ok, thank you for the....Julie: *Click*I understand people have bad days, but Julie you work in the restaurant industry where customer service will make or break your reputation, regardless of how good your food may be.  I get that it's going to be a slim chance that I'm going to get a reservation close to the holidays, but I was professional and courteous to you on the phone.  I would expect at least the same.  I don't have to give you my business, but I was going to.  Now I'm glad I wasn't able to make a reservation.  I wouldn't have wanted to deal with your attitude in trying to plan my event.",1
2619,6249,"One Liner:  Where are my prime ribs?Food: (scale of 0-4) 3.3It's possible that I might have had a better experience if 1. we didn't drive 30 miles to get to this place that was really only 4 miles away. 2. they had prime ribs for usBy the time the 3 of us got there, we were starving. Valet was a welcoming sight. It saved us the trouble of parking.Once we got in, it took no time for all 3 of us to decide on the prime ribs. That's when this nice lady told us prime ribs no more.......As the tears of sadness circle around my eye, I asked for the catch of the day.I ended up having a Parmesan crusted Chilean Sea Bass. The fish turned out to be awesome. We fully enjoyed the food. The waitress even brought us some garlic bread to ease our pain of not getting our juicy red meat.At the end of the night......ok not quite the end, we were satisfied.P.S. we had the worst bar singer ever.......Extras: (Scale of 0-1)  0.6Service 0.2:Decor 0.2:Speed 0.1:Dessert 0.1:Prices 0.1:My score for this experience is 4 stars. This place is a solid 4 star. I would definitely be going back.",0
2620,6250,"I have eaten at Dal Rae's many times and the food was great!  However, yesterday was a huge disappointment for me.  I had the wedge salad which came out wilted and warm and the Ahi Tuna appetizer when serviced looked like it had been sitting on shelf for a while.  I mentioned both to my server and she was very nice and brought me a new dishes, however, they looked and tasted the same - warm and sad.  I should have taken pictures but I was so upset with the food I neglected to do so.I have decided that even though the service is wonderful and everyone seems accommodating I will not return to this restaurant.  Who serves a wedge salad warm twice!My colleagues who were with me were satisfied with their food but appalled that my food was third rate.",0
2621,6251,Wonderful experience here! I had the pleasure of going for lunch here with some colleagues last month. This was my second time at this restaurant and what struck me hugely on both visits is the AMAZING service. The wait staff are SO friendly. They make the whole experience so much more pleasurable on top of the really fantastic food.Can't wait to go back! Thanks all :),0
2622,6252,"I went to Dal Rae for the first time about a month ago as the first stop on a date night with my girlfriend.  It came highly recommended to me by a friend and I have to say, I was very impressed.  The place has a very old-timey sort of feel to it.  Dimly lit with wood paneling and leather booths all around.  It looks almost as if you could expect Don Draper to pop in at any moment for a steak and an old-fashioned.Speaking of steaks and drinks, Dal Rae's famous pepper steak (which I had) was delicious as was the filet mignon my girlfriend had.  Both were cooked perfectly to order and full of flavor.  Oh!  Don't pass up an opportunity to get a boat of their garlic mashed potatoes, they were damn near the best I've ever had.  We also had a plate of oysters (my first time) which my girlfriend claimed were some of the best she's had.  She lived in Japan for two years so I saw that as some fairly high praise.  All told, the food although a bit pricey, was easily 5 star and worth the price.The service was also excellent.  The waiters were attentive but not intrusive.  Actually, I'm not sure if this was the owner/manager or what (he carried himself like it), but a somewhat older gentleman made his way around to most of the booths to chat briefly with the guests to ask how we were doing and make sure everything was going well.  It felt very sincere and was another nice touch on top of an already pleasant experience.The only other thing that I'd like to clarify about the place is the dress code.  I was a little unsure of what was appropriate as I heard some very conflicting comments on it but it was mostly business casual and even then it seemed a little lax.  The crowd on a Saturday night seemed to skew a bit older so what I saw was mostly khakis and polo shirts on men.  However there were a few people who dressed up a little more, myself included, and didn't seem too out of place.  But again, if you bring a jacket and tie be prepared to be in the minority.Overall we had a great experience and I would recommend this to others just as it was to me.",0
2623,6253,This gem has been around for a very long time. I highly recommend it for special occasions. The food selection is great the service was very attentive and the ambiance was warm and full of cheer. We even requested the desert off the holiday menu and the chef made it for us.,0
2624,6254,"Chilean Sea Bass, Crab Cakes and Cherries Jubilee were amazing!!! The atmosphere is very old school feeling in a good way. Service is great, excellent experience overall!! Will be coming again soon.",1
2625,6255,Hidden gem. Great place for steak.Valet parking only for minimal cost.Highly recommend reservations. Great wine list and I believe they offer bottle service. We had an 8pm reservation and were seated right away. Everything was perfectly cooked.,0
2626,6256,"This place never disappoints! I had their pepper filet mignon, garlic mashed potatoes, and a glass of wine. Creme Brule for dessert was amazing. Fantastic service and great music playing in the bar area.",0
2627,6257,"Just came home after visiting an old friend. That friend is the Dal Rae in Pico Rivera. So good and comforting to get back to the Dal. This was their first Saturday back since closing in March. They closed 2 days prior to my wife's bday on St. Patrick's Day so this was a long awaited bday celebration. Lydia our server was superb. She greeted us and made us feel right at home. Friendly accommodating demeanor. In fact every staff member we came in contact with were very friendly and attentive. Our meals were delicious as usual. I enjoyed the 8oz. Filet mignon with Bernaise sauce, my wife had the Sea Bass. Both meals were spot on. Delicious warm garlic bread preceded by a cool crisp plate of pickles, peppers n other veggies and a basket of fresh crackers of different varieties. We capped off our meals with fresh lemon cello flutes for dessert. What a good feeling to come back to an old friend. Thank you Dal Rae. We missed you.",0
2628,6258,"I've been coming here since I was in diapers. Seriously. I used to sit on top of the piano with my favorite pink dress and white tights playing the tambourine. Seriously.Over the years the owners have become friends to our family. I'm 25 now, and still stop by here when I'm in town. I've had my graduation parties here and family birthday celebrations.I'll be honest as a kid I didn't like the place. I only liked the lobster, the piano player, and the bartender that put 5 cherries in my shirley temples. Now?Well now, I like the prime rib and the steaks and still the lobster. My shirley temples have been upgraded to Jack and cokes which are good, and sometimes the bartender will still give me my cherries.Get the chopped salad. It's amazing, and I've never had a chopped salad elsewhere that was nearly as good.Oh!And the flourless chocolate cake!",1
2629,6259,"The restaurant was ok. The hostess was really rude (in my opinion). They have a live piano bar for you to get a drink while waiting for your table. The food was ok, but very big portion, I think it's worth the price.",1
2630,6260,"Great ambience, and the best pepper steak I've had. Added bonus: you'll dine in the setting of a scene from Good Felllas.",0
2631,6261,Ok just walked out. Made reservations for two special occasions and they sat us in the patio. When we spoke to the manager she said that all tables inside were utilized..  sad to say they were not. We saw 2 empty tables when we exited the restaurant. Then when valet brought out my car he said he doesn't have the key. My husband stated you gave me the ticket and I gave you the key. I'm The valet stated don't lie you didn't give me the key. My son stated check your pockets and low and behold the valet had my key to my car.   Idiot the car won't start without the key. Ugh!!  So very disappointed!!!,0
2632,6262,A great place to go for business dinner.  The menu incredible.  Quite a selection  of beef  and pork and surf and turf and if you are looking for a good steak look no further.  Great ambience.  Very old style place and been there for years.     A bit on the pricey side but worth it.  Highly recommend.,0
2633,6263,I attended Dal Rae for dinner. Food was amazing and service was 5 stars!The ambiance was mellow and romantic. Loved the fact they had live performers playing music. I'll definitely be going back to get a better feel of the place.,1
2634,6264,"Definitely one of my favorite places for a nice night out. It's off the beaten path and has a real old time feel. Great steaks, seafood, and martinis. However, the real gems here are the comp cheese bread and table-side Caesar salad. Mmmmmmm....I settled on four stars because they have a difficult time managing their reservations. It's always a good 30 min wait after you arrive for a res. Service can be lacking as well but it's all part of the experience.",0
2635,6265,"If I can give a million more stars I totally would. I'm still high off the happiness of how delicious this place was. Looking at it from the outside you would never think this place was so delicious. Service was great, ambiance was nice and calm. I loved that I didn't see one soul on their phones. I ordered the petit peppered filet and oh gracious me was it beyond delicious! Like god damn god damn how have I not had this before!? I savored every piece of that delicious steak. I have so much more to say but as I type this I am laying down in a food coma half asleep so long story short, just f***ing eat here and get the peppered filet!",1
2636,6266,"This place is a hidden gem in PICO RIVERA. I would always drive by it going to work. I always thought it was a diner that senior citizens would go to for dinner. My boyfriend apparently had this bookmarked for a while. It is on the pricey side. Luckily for us, it's part of the whole DineLA thing so we got a 3 course meal for $50. It was great. I got the mushroom stuffed with lump crab meat, Chilean sea bass, and the crème brûlée. Ohh mahh gawd! It was all so so good. There were only two mushrooms but it's all you really need. You think you want more but you have to remember that you have the Chilean sea bass AND dessert. The sea bass was perfect. A meaty white fish with THE perfect sear. By the time the crème brûlée came I was definitely way too full. I only had half. My boyfriend had the fried zucchini, filet mignon, and the gold brick sundae. The filet mignon portion was HUGE and so freaking delicious. The sundae was insanely good. We both had the mashed potatoes for our side. It was amazingly smooth and went well w our entrees. I'm crying this place was so good and in PICO! Of all places.",0
2637,6267,"We went there Saturday night for a birthday dinner. We sat at the bar which was full and good energy. Nice music from the piano, it was great. After that we went to the main dining room for dinner. Again the place was packed! The service was one of the best I've experienced. All the staff are friendly and genuinely nice. The food was great as well. This restaurant is on the expensive side but well worth it.",0
2638,6268,"OH MY GAWD OH MY GAWD OH MY GAWD BEST EFFING MEAL EVVVERRRRR !!! Chilean sea bass melted in my mouth soooo buttery sooooo flavorful sooooo deeeeeelicious!!!!!! Why I waited 41 years to try this place blows my mind!!! I'm an idiot for never eating here before!!!! Going back asap!!! Forgot to mention the almond crusted goat cheese salad was sooo damn delicious that my friend & I stopped talking / conversing for 10 minutes straight ! all we could muster was ""Mmmmmmmmm"" in between swallows! She took me here for a belated birthday celebration my waitress was so sweet too she looks like Demi Lovato! I wish I could remember her name but the Malbec got to me!!! Sorry! Excellent service excellent food!!!!",0
2639,6269,Cant believe they remodeled the bar area - Retro is gone what a shame!!  No piano player and they said because it was the holidays no cherries Jubeliee or Banana Foster - what a huge disappointment - also we ordered the ceasar salad which is normally prepared table side - never even saw them make it -at $90 a person I would expect more -service was great,1
2640,6270,Great classic restaurant !!! The bananas foster is a must. Also great lounge bar too.,1
2641,6271,"I always have a good time with my partner, no matter where we go. I have a wonderful valentines date with the love of my life, which we needed because we haven't gone out in a very long time (5month old baby.) The woman serving us was very forgetful, kind of a smart Ass and of course the restaurant ran out of everything we wanted even though we ordered all we wanted ahead of time and lots of people got the same deserts we ordered ahead of time. It sucks mostly because we were there for about 5 hours (NOT BY CHOICE). We wanted to have a nice dinner for about an hour and a half or 2 hours at most and enjoy the rest of our evening... ya know.... ""Valentines nighting"" since we had the baby with grandma for another 3 hours. Our waitress was extremely slow and we waited about 45 mins to finally be asked what we would like to drink (I can promise you this is not an exaggeration.) Perhaps we picked the wrong day to go on a fancy date, but I mean... c'mon. What's a romantic restaurant there for then? Horrible service, great company. My night was still awesome.... but this place was not.",0
2642,6272,"Wow my Nina took my husband and me out, this was the first time for us to come try this place and may I just say I can't wait to come back and enjoy the Chilean sea bass and baked potato. The flavors worked so amazing and they staff was great. When we came they were very busy but tried there best to get to everyone. I look forward to going back and try something new. The prices where higher then what we expected but it was worth the money. I'd only come here on a special occasion through.",0
2643,6273,"Excellent food, and the best Customer Service. Rat Pack type of vibe.  A great crowd pleaser.",1
2644,6274,Crowded on a Thursday night! Thank goodness I set reservations. Food was great and service was excellent. I will definitely come back again!,0
2645,6275,"This place is excellent! I know about this place because my dad comes here with his customers and all the Commerce Casino gamblers come here as well.The Chilean Sea Bass with the lemon butter sauce is SO soft, juicy, and tender. NOBODY makes a Chilean Sea Bass like the way they do! Their garlic mashed potatoes and oysters are also good. The Prime Rib, as I was told, resembled that of Lawry's.The decor of this restaurant is definitely themed around the 50s. The outside looks like a Norms restaurant. lol. But anyways, definitely good!",0
2646,6276,My favorite birthday restaurant! Love it here. Cesar Salad plus Lobster Thermidor excellent!!! Service is awesome. Always enjoy our meals.,0
2647,6277,"Came to the Dal Rae at a corporate event in their party room. The space is reminiscent of an old favorite memory from a place you'd been to 20 years ago, yet current in many ways.Excellent Filet Mignon steak prepared perfectly to my liking and accompanied with peppers and baked potato and paired with a quality Sonoma Merlot.  House salad was crisp and complimented well with fresh raspberry. Creme Brûlée was an excellent finish to a wonderful meal,Our wait staff was attentive and pleasant. An excellent first dinner on this my first visit to LA, would definitely return!",0
2648,6278,"Mixed emotions. I know it's Valentine's, but 1 1/2 hrs. to get our meals, and 1/2 hr. minimum to get a drink? Ordered Prime Rib and Lobster. It was ok. Service from our Waiter was good. But definitely will be a long time before I come back, maybe. Clearman's Steak & Stein better service even in special days.  Honest truth. Very disappointed.",1
2649,6279,"Service is always very good. $6 valet parking only. Steaks are usually great, and fish is mostly good, however, the Abalone was served fried with batter - if your chef does not know how to properly prepare a delicacy, do not allow it on the menu as it sours your good reputation.",0
2650,6280,"Love a classic restaurant.  The owners have done a nice job of maintaining and updating where necessary.  Very nice and comfortable booths and tables.  Everything we tried was delicious.  Love the relish tray that is brought out with the bread and butter.  We then had the Oysters Rockefeller as an appetizier and a Caesars salad that was made table side.  They take their table side productions seriously.  I appreciate that.  The salad dressing is tasty and includes a raw egg yolk and anchovies.    They also give you cheese toast.  Haven't had it in a while.  It was a nice addition.  We had peppered Filet Mignon.  Tender, flavorful and cooked rare, as requested.  For dessert, strawberries with Grand Marnier chocolate sauce.  We left very happy that we finally made it out there and had such a pleasurable meal.  They have  a nice wine list, too.Service was very friendly and attentive.We'll definitely be back and would highly recommend it.",0
2651,6281,"If you like throw back steak houses like Musso & Franks, you'll definitely enjoy the dining experience at Dal Rae. From the moment you enter live classics are being sung at the piano bar. There is a dimly lit dining room. For starters, I recommend Rockefeller Oysters or a Caesar Salad tossed at your table side. You will be delighted with any beef item on the menu (e.g. prime rib, filet mignon or a ribeye.) They also have poultry and seafood items to choose from. Sorry, can't comment on desert as I was too stuffed!",0
2652,6282,"This restaurant is my husbands favorite spot. We even came out on Valentine's Day and were still able to get a table with little to no wait. We did make a reservation, so that is highly recommended. The rib eye there was so good. I had the lobster thermidor, and Dal Rae is one of the few places in LA that serves that, and let me tell you it was delicious.",0
2653,6283,"Food was fine service was good, but this is another place where they have converted a patio to year round dining, and while this isn't the arctic or the Sahara desert you can never completely control the temperature in an area that is supposed to be outdoors. We were there for a work related celebration and they sat our large party in this modified patio where it was extremely warm and noisier that it should be.",1
2654,6284,"Well let's start at the beginning walked in and immediately the hostess had a sour face as if we were inconveniencing her. After waiting I noticed the crowd was older I would guess 45 & up. There were some younger people but only at the bar. After waiting some more we were finally seated, so we thought until the waitress turned us around and said the table wasn't ready and then back to waiting. Finally get seated waitress was okay, until she burned whatever she was cooking next to us and smoke billowed through the dinning area. The place was packed and there is no room between tables everything was just cramped, your bobbing, weaving and dodging patrons just to get to and from the table. Lastly and most importantly the food I had pepper filet minion and it had zero flavor and I mean zero. Save yourself the time, I heard good things but was seriously left disappointed.",0
2655,6285,"Oh damn this place is great. Old time steak house with dim lighting, strong drinks and a damn good steak. Pepper steak is their go to, Chilean sea bass is great. Ahi tuna also great. Do yourself a favor and grab dinner at the Del Rae, you won't be disappointed",0
2656,6286,"That old school vibe of Rat Pack era is alive in this place, I recomend reservations especially in the weekend. The jazz piano player is awesome",1
2657,6287,Awesome interior spiffed you for the holidays.  Had their signature pepper filet which was good but not knock your socks off good.  Also had the French onion soup which I thought was mediocre.  Great job by the wait staff keeping our party of 16 satisfied from the drinks and pace of food standpoint.  Would definitely come back.,0
2658,6288,"Although I've been here a few times before, I've never gotten around to writing a review.I was here again yesterday for my birthday, and not only did I have the most delicious prime rib dinner, but our service was excellent.We started out with the complimentary relish tray and bread basket. The only gripe about that was the the butter was still hard and we couldn't spread it on the bread.  We had the crab stuffed mushrooms - which I highly recommend.I had the prime rib with garlic mashed potatoes. The beef was juicy, delicious, cooked to rare perfection and every bite melted in my mouth. The mashed potatoes were thick and rustic, and very flavorful.  The chocolate birthday cake was a nice touch, but we also ordered the chocolate soufflé. DECADENT! definitely a must!",0
2659,6289,"Determined to visit somewhere neither of us have ever gone to, we decided to visit Dal Rae because 1) we drove past it one day and knew where it was, and 2) the reviews on Yelp weren't bad.Keep in mind that it is valet parking only in their lot ($3.50). There's also a dress code. We were in street clothes but the hostess let us anyways. Walking into Dal Rae, I felt as I have stepped into a movie. It was very surreal. For one, the patrons were of a very 'mixed' variety which I wasn't expecting given the Pico Rivera location. There were huge parties of what seemed like company gatherings where everyone was in their business attire. There were also some 60/40 crowds. We stuck out like sore thumbs.The food was pretty delicious. They provided free bread, garlic bread, and a tray of vegetables to munch on pre-meal. I ordered the fillet Mignon with shitake mushrooms and my friend ordered the pork chops. Both were very delicious and filling. The prices are a bit pricey but honestly in comparison to any steak house prices, they're decent.",1
2660,6290,"We had reservations at 4 and got seated pretty quickly . We were sat down and shortly given some water. The water tasted extremely salty ! On top of that there was a Pasta noodle in our water container for refills. We had the Waitress taste it and she immediately spited it out . Staff came back and proceeded to inform us that"" there filter needed to be changed"" instead of offering alternatives Dawns response was "" we're going to do it like Mexico and drink beer "" completely unprofessional and inappropriate not to mention when she came to our table her introduction was "" oh your server left for the night so I'm here "" then a while later we were hitWith  "" my shift is over for night so Dora is now your sever "" 2 hours later the manger Gabriel finally showed himself asked how we were doing once we told him about the water he offers us bottles Evian . Really? Dora did helped with some customer service recovery  ! We were sent a server to come ask us how many boxes we needed when we weren't even done ! This is only half the story . Food was good only reason why 2 stars !!",0
2661,6291,"I just want to say that I was considering ordering 10 dinner entrees from here. However, when calling to ask a simple question the staff member was EXTREMELY rude. Later, someone else I know called to place the order over the phone and they were rude to her as well. Safe to say, we will not be spending our money here.",1
2662,6292,Very disappointing. We have a holiday lunch and every year and the food is exceptional. However they evidently have a smoking patio right outside with no filtration system and every time the door opens smoke permeates the entire place. By the time I left there after two and a half hours I could barely breathe my voice was raspy and my eyes were burning. Ruined the whole lunch,0
2663,6293,Never been here and will never come again.  Place is probably racist.  Came in to place an order to go.  I asked the hostess if i could do that. She said yes and to have a seat that she will get a waitress to help me. Im sitting there no drinks no menu for 20 minutes while 2 different waitress walk by and the hostess just standing there knowing im waiting.  Meanwhile any white people that came in were helped immediately and the hostess even spent minutes chit chatting with one while im still waiting.,0
2664,6294,The finest!!!never disappointed. Best food and drinks. Try the table side Cesar salad made right in front of you.Service is #1!,0
2665,6295,"Special Place, Special Occasion, so we'll go back to the F.A.V.E. scale for this review, recommended by one of my wife's co-workers so we decided to go for our 31st wedding anniversary, if you like beef, this is the place to go for your special occasion.Food - They are famous for the beef so when in Pico Rivera, this is the place to find it, we made a  reservation for 5pm and arrived a few minutes early, the hostess lead us to a nice big booth, our waitress Nancy showed up and took our drink order and returned quickly with a relish tray and a big basket of assorted breads, if you are a fan of little butter pats between two pieces of paper you will immediately find something to complain about, because they don't have those here, your bread will come with ¼ of a stick of butter, yes a stick of butter slices lengthwise and put on a plate just for your table. After perusing the menu for about 10 minutes (because there is so much to choose from) we finally made our selections, Calamari, French Onion Soup, Regular Cut prime rib for the wife and Diamond Jim Brady Cut for me, finished off with a Grand Marnier soufflé.Our drinks arrived and they brought a carafe of water so you could refill your own glass and not have to flag down the waitress ( huge plus for me) Wife had an apple martini and was very pleased with the taste, The wait for our Calamari was not very long at all, just enough time to try a couple of pieces of bread and then we know we are in trouble because the platter of Calamari is huge, enough for 4 or 5 people at least, very nicely done Nancy then brings us some garlic toast which was fantastic, moving on to the French onion soup, one of the best we have had, no real need to say much more, by this time we are getting full and then the beef arrives, wife's was unveiled first and she almost fainted, the slab of beef was huge, then Nancy said ""wait to you see his"" I think, ""be afraid, be very afraid"" would have been more appropriate, as Nancy takes the cover off my plate I stare in awe at the almost 4 inch thick piece of American beef......., it didn't quite fill the plate but only because they have large plates, enough for a small family of 4 to feast on and not walk away hungry. At this time, Nancy informs us that they can make us a soufflé but they take about 30 minutes, being that we love soufflé we decide to order one, take a couple of bites of the prime rib, eat some of our potatoes and asparagus and then decide to wait for our soufflé to arrive. A few minutes later it arrives with a vanilla sauce and fresh whipped cream, piping hot, small but we devour it, this was the only dish we finished all night, not because we didn't try but because there was so much food.A Recap in order of AppearanceBread & Relish DishApple Martini and Water with our own personal carafeFrench Onion Soup & Garlic ToastRegular & Diamond Jim Brady Cuts of Prime Rib Medium RareFree Chocolate Cake for our AnniversarySouffléAtmosphereIt's an older building that has had some recent remodeling, the dining room is fresh but retains that midcentury charm, dark woods, cork ceiling tiles and vintage lighting beautiful building for that special meal, just stepping though the door takes you back in time. If you like going back to fine dining like it used to be then this is one of your can't miss places.ValueValue is relative, if you are looking for cheap food then this is not the place for you, if you are looking for a great meal and getting what you paid for then you will be happy here, Dinner, Drinks with appetizers and desserts can run you between $30 and $100 per person but you will get a fantastic meal, and value for your money.ExperienceSome of the yelpers complained about the service, unfriendly staff and valet parking, from the moment we dropped the car at the valet, until the moment we picked it up again 2 hours later this was one of the best dinning experiences we've had in a long time.  I'm not a real big fan of valets and it's not about the cost, I've see Ferris Bueller's Day Off so I know what the valets do with my car but since I left the Ferrari at home, I figured the Toyota would be ok with the valet and it's only $3.50 for parking, so get over it let the valet park your car and stop complaining about things that don't matter. Secondly the hostess, show up for a 5pm reservation , she is friendly & attentive , leads us right to our table, then there is Nancy, couldn't ask for a better waitress, the bus staff was also supper friendly and attentive, as well, Finally the suits, two of them, walking the floor checking on people and occasionally making a salad tableside, nothing classes a place up like the bosses walking the floor making sure that everyone is having an outstanding experience, so from the beginning until the end nothing but a 5 star evening for the wife and I.Highly recommend for that special evening or when you are really hungry",0
2666,6296,"This is actually my second time dining here, both for DineLA events.  I never got around to writing a review for my first visit, however.  The place has a definitely ""Godfather"" type of feel to it as it is very dark with leather booths.  Service was excellent, but the food was average.  I got the crabcake, which was good but very tiny, the Steak Diane (too peppery for my taste, though it was very tender), and the Tiramisu (which I think must contain real coffee as I could not fall asleep all night).  My friend ordered off the menu, opting for the French Onion soup and the Mahi Mahi, which she liked.  I didn't try the fish myself.I liked that they give every table some raw veggies on ice as well as different types of breads.  The DineLA is a great deal for $35 since I think the steak normally costs almost that much alone, though I'm not sure if the portions are the same.",0
2667,6297,"Time capsule! What an awesome place, from the service, setting, drinks, and cuisine... it's all worth it and a wonderful experience!",0
2668,6298,We had a private party in their Garden Room for ~ 28 guests. Everything was perfect and they were very easy to work with. Julie helped me coordinate the details. The room set up was great and the staff (Jennifer and Jackie) were Awesome!!!! If you have a party here definitely request these two ladies!! Food was tasty as always. I highly recommend Dal Rae for any occasion!,0
2669,6299,The sea bass is amazing! The baked potatoes and mashed potatoes were so good as well. And the vanilla bean ice cream dessert was so delicious. The place is beautiful inside. Definitely the place to go for a nice romantic dinner. Very elegant.,1
2670,6300,"Score based on 3 visits in the past 2 months:    Food:  3.8   Service:  2I've been going to the Dal Rae, mostly for lunch, for over 10 years, and I'm sad to say that I've found the service in the past few months to have deteriorated quite a bit.  Yesterday was a case in point:  from the time we were seated until the time we got the bill was more than 2 hours.  For lunch ..!!.    Part of the reason was that it took more than 30 minutes to even get our orders taken, in a restaurant that was no more than 1/2 full.  Sure, people can appreciate a leisurely lunch, but the Dal Rae seems to have moved past that into a zone of glacial slowness.  And this was faster than lunch a few months ago, which took close to 3 hours.  Also yesterday, we had plenty of botched orders:  one diner's soup never was delivered.  2 diners who asked for something other than mashed potatoes got mashed potatoes.  In all cases, the waitress blamed the kitchen, but isn't it her responsibility to take a look at the ticket and the plate, and then tell the kitchen they've goofed up?  This waitress, like one a few visits ago, wasn't around enough and doesn't really know that good service is more than just calling everyone ""honey.""It was an hour after we arrived before we got our entrees, and after those (with all the mistakes) were cleared, it was easily another 20 minutes or so before she asked if we wanted dessert.  By the time we got the dessert menus, so much time had passed that we, too, passed.   The owners of the Dal Rae lost $30 or so in potential dessert orders because we were tired of sitting around.Food?  Yesterday the bleu cheese dressing, which came on the side as requested  - a small miracle - looked curdled and separated, as though it had been sitting out of a refrigerator for way too long.  The other dishes were well-prepared, as they have been in the past, and we'll hope the kitchen doesn't go the way of the wait staff and fall off a cliff.Stepping into this restaurant, where it's alway 1963 and dark and wood-paneled, is a trip back in the time machine.  Unfortunately, if you're on the clock and your employer frowns on 2 to 3 hours lunches, there's no time machine that will get you out of the Dal Rae any faster, apparently.",0
2671,6301,Love love the peppercorn steak! One of my favorite restaurants to dine in . From the atmosphere to the customer service I give this place a 5 star.,0
2672,6302,Came here for a client's lunch meeting and I felt like I am being transported to the 1950s in the middle of nowhere land call Whittier! Prices are on the little higher end side but the service was exceptional.Must get crab cakes! So good with the right amount of richness and acidity.I got the steak but it was just ok. I think the fish of the day would have been a better choice.,0
2673,6303,"Food was good (not the best), the waiters would take away food from the table without really asking if you're done with it, but the thing I didn't like the most was the fact that the place is too compact not a lot of room in there.",1
2674,6304,"The pepper steak is delicious, but the Duck is delectable. We tried them both and they were absolutely exquisite!!",0
2675,6305,"The best!! The best steaks! The best salads! The best drinks! The best service! No comparison to any restaurant it's just incredible don't miss out, you will never walk out of this amazing restaurant disappointed, enjoy!!",1
2676,6306,"Old School amazing steak house.  I love the Dal Rae!I can't believe some people give this less than 5 stars.  If you can't recognize this place as a 5 star joint, you have no business leaving reviews.  The steaks are amazing, the sides and appetizers are delicious and the drinks are strong and made old school (but very pricey...)I like to take clients here for work, and they are always impressed with the atmosphere and food.  This place is a Whittier/Pico tradition.",0
2677,6307,"We came in because we were in Whittier on business that kept us later than expected.  I was surprised to see how crowded it was on a weeknight after 8 pm. We decided to split the special, filet and sea bass, and start with a wedge salad.  Wow all was great.  Best sea bass ever.  Cooked to perfection.  Only surprise was the bill.  Splitting the entre, a salad and inexpensive bottle of wine ended up with a $200 bill.",0
2678,6308,"Not worth the hype. Lousy service on a Friday night. Took over an hour to get our meal. Cocktails were disgusting. We had to ask the busboy several times to call our waitress over. Bread was border line stale. We were also seated by where the waiters place their orders and all we could hear is the waiters complaining about their tables, referring to a certain customer as ""stupid girl"". Gave it 2 stars because the baked potato was pretty good.",0
2679,6309,"Such a great place for celebration. The place is old but the service and food was really good. I had the Chilean Seabass, scallops for appetizer and the table side Caesar salad. Everything was really good. Great place for special occasion. They have a nice bar and a room for parties too.",0
2680,6310,"I went here for Dine LA week, my sister recommend this place to me so I decided to check it out. We got there early and got seated early. We sat in the patio area which was pretty nice and quiet. The lighting was nice. This restaurant look like an antique and old school place. The restaurant was very spacey and I see people dancing by the bar. I got the Dine LA deal where it a three course meal. They give free breads, garlic breads and veggies plate. I ordered the mushrooms stuffed with lump crab, dal Rae pepper filet mignon, and Creme brûlée. The mushroom stuffed with Lump crab was delicious. The filet mignon was just delicious and marinated well. Kind of remind me of Vietnamese style marinating in away. The Creme brûlée was delicious. The services was good and they checked on us often to refill our water and see if we need anything else. I recommends this place if you are craving yummy filet mignon and good dessert.",0
2681,6311,"Love this place!!  Glad that I don't have to go to Beverly Hills for good food and service since I livein the San Gabriel Valley.  This restaurant serves Classic dishes that have been known for years!  Favorites chillan Seabass and pepper steak.I love their desserts also.  Top faves:  soufflé, chocolate cake.  They also have live singers performing in a relaxing cozy environment.  Very classic and romantic!!  Xoxo",0
2682,6312,"The place is great for old timers and the food is ok. I had the fillet mignon, it came a little burnt and a bit cold. It's expensive for lunch but the customer service is pretty awesome.",0
