,Reviews,trial_1,trial_2,trial_3,trial_4,trial_5
779,Great food and service.  A little too noisy for intimate conversations with a date.,0,0,0,0,0
780,Food quality and flavor remains absolutely delicious.,1,1,1,1,1
781,Their seating is a bit to crowded my date kept getting nudged by the couple next to us.  I do recommend going in the middle of the week. If it is a weekend event go during lunch less crowded.,0,0,0,0,0
783,Arrived at 6:20 checked in for 7:00 reservation. did not get a table until 7:45. Service was slow food was good but ran out of drinks and waited 20 minutes for the 300+ bill after asking a bus boy twice to find our waitress. To say the least my usual 20% + tip for good service took a hit,0,0,0,0,0
784,"always like the food and surroundings, i eat here every other month. some many other places to fine dine.",1,1,1,1,1
785,"We enjoyed a very nice meal at the Dal Rae. Service and ambience were top notch. Seated promptly at our reserved time. Restaurant was very busy but noise level was moderate and service was attentive.
We enjoyed Veal Picatta,Veal Marsala,Veal Oscar and Sea Bass.
Drinks were generously poured and our Sanford Pinot Noir was very good. We have been here many times and we enjoyed it as usual.",1,1,1,1,1
786,"Everything was excellent with one major exception - we made a reservation via Open Table a week in advance and requested a booth. We received an email confirmation noting the specific request for a booth. Upon our arrival (about ten minutes early), we were led to a table rather than a booth. The hostess informed us that ""requests were not guaranteed"" per the phone. I showed the hostess our email confirmation where it does NOT state that information. To make matters worse, there was an empty booth - and we were told that the people had not arrived and they had a reservation. The booth was empty for about 20 minutes. If requests are NOT honored, it should be clearly stated on the Open Table confirmation.  It was my husband's birthday and our disregarded request did not set a very positive tone for our dinner guests or the evening. Had we been late I can understand why the booth may have been given to another party but that was clearly not the case.",0,0,0,0,0
787,Fun but slightly slow services,1,1,1,1,1
788,"The menu is varied and you can findSomething to eat whether you want a steak, a salad, or a sandwich. They have lots of food that you might remember from the 1960s on the menu. It was my friends birthday and they brought a cak something to eat whether you want a steak, a salad, or a sandwich. They have lots of food that you might remember from the 1960s on the menu. It was my friends birthday and they brought a piece a very good chocolate cake.   It was a very nice touch. This time when I left, the hostess thanked us for coming.",1,1,1,1,1
789,"Dal Rae continues to be an excellent restaurant in an area where there is nothing that comes close to the high quality food and selection that they provide.  Food was excellent.  Only fly in the ointment is they have a new policy and will not seat a party until the entire party has arrived.  They encourage parties to wait in the lounge, but the lounge is set up to serve diners and there is no seating available.  This is tough on seniors who don't stand well for a long time.  In the past if your reservation was close they would seat the parties within 10 minutes of their reservation if the table was ready.  Not a fan of the new policy.  If this is the case they need to carve out some space in the lounge and put some chairs out for seniors that have to wait.  Still we plan to return and enjoy the excellent food.",0,0,0,0,0
790,"We had an intimate corner table with live music playing in the background. Our server was great. She was very attentive and friendly. The food was very good as well. 
Great ambiance as well.",1,1,1,1,1
791,"Service was very slow, steaks were not cooked correctly and no recognition of the birthday in our party.",0,0,0,0,0
792,Great food and wonderful ambiance. I would recommend to anyone looking for that special restaurant with delicious food.,1,1,1,1,1
793,"Always love coming here just today was really crowded. Ordered steak Diana wa recommend by our friends and was told it was made in front of the table but they didnât even cook it in front of us due to it was crowded
I wish before hand that was the case cause it was to salty and saucy for me",0,0,0,0,0
794,"Food was very good and for the price it canât be beat. Place was very crowded and noisy. Definitely not a romantic place or anything like that. Our server kinda forgot to come back to us when we asked for a few minutes to order drinks. But it was very busy. The other staff however picked up on us getting a little frustrated and asked if we needed anything and comped us our first round of drinks. After that everything went smoothly. Escargot was yummy, the bone in rib eye I ordered was amazing and my friend enjoyed her prime rib. We also had the Caesar salad which was prepared for you at your table and that was delicious also.",0,0,0,0,0
796,"While the salads and garlic bread were nothing special, the Chilean Sea Bass was truly exceptional!",0,0,0,0,0
797,"If you are coming for a specific dish, be aware that the holiday menu may not include it. Always call during the holiday seasons to know what is on the modified menu. Otherwise excellent food and service!",0,0,0,0,0
799,"Dal Rae is always a good option. We were given a table  by the kitchen, but it was Holiday season. Service was ok. I had the chopped salad. It was good but not memorable. The other party had Prime Rib and was very please with it, but was surprised that the asparagus side was three small pieces. It was a business lunch and we were unable to get wifi to work. The waitress shrugged her shoulders.",1,1,1,1,1
800,"The three people who came with me were pleasantly suprised at the food, the service and the total
atmosphere.",1,1,1,1,1
801,We wanted to eat at the bar but the service was very slow. My client wanted to watch the football game but we had poor service from our waitress. Once we went to the main dining area the service was outstanding!!,0,0,0,0,0
802,Thanksgiving so the place was packed. Got put by the kitchen door. Not my ideal spot to eat but lived. Squash soup was watery. Mixed green salad was okay. Prime rib and sea bass were excellent but the sides of a baked potato and scalloped potatoes were cold! Ordered a Manhattan but have no idea what I got. Manhattan's usually have a cherry but this had an olive! Was I served a rye martini? No vegan entree options! I know this is a classic restaurant but not everyone wants meat. Very pricey!,0,0,0,0,0
803,"Went for a special occasion pre set up reservation for son in laws birthday. Server did not acknowledge the birthday nor offer desert as was done to other tables. Our server NEVER came back to see if we were satisfied or needed anything. Had to send a drink back which was made very poorly. The server said oh you wanted it Millennial style we don't do that anymore takes too long. Ordered a chocolate soufflÃ© for desert, sadly it never came. they did offer a sample bananas foster type dish, 1 banana to serve four people? Still waiting for the soufflÃ©. After 45 minute wait the server came to the table and said"" Oh I thought you didn't want it anymore we gave it to the girls over there"" If I had not already left an 18% tip I would have left no tip. We were just sitting there like idiots waiting for something that wasn't coming. Needless to say the restaurant left a bad taste in our mouth. Don't know if I will go back.",0,0,0,0,0
804,"Dal Rae is a great steak house, we had the Prime Rib it was absolutely delicious the meat is very good and it was cooked perfectly!! Very friendly staff great place!",1,1,1,1,1
806,"The night started not what we are expecting. Although we booked in advance, when we arrived we were seated in the patio. The server was rude and even the reception wasnât helpful too when I asked if we could be seated inside (I was point blank told no table available). It was a birthday dinner and we were looking to a wonderful evening but it was almost ruined.  We are about to leave the restaurant, when the owner Lorin, came and intervened. As we explained to him what had happened, he was immediately on top of the situation and made sure that we were accommodated and seated inside. We were given a nice quiet table inside with a wonderful and very attentive server, Mary Jane. From this time on, everything went very well, the food is superb, the service excellent and Lorin is exceptional. Would like to thank Lorin for looking after us. We left the restaurant satisfied and happy and will definitely come back.",0,0,0,0,0
807,"Dal Rae never disappoints, their fresh fish is outstanding.  The chilien sea bass is the best.  Have been going here for years and we always enjoy our time and the food at the Dal Rae.  Service is always very good too.",0,0,0,0,0
809,"Food and ambiance was very good.  Server was a lil rough around the edges and proceeded to end our evening by implying that I should've ordered the Sea Bass, which I've had during previous visits and is delicious, instead of the swordfish.  In my opinion, don't tell a customer they could've ordered better that's all.  She wasn't rude in any way whatsoever, came by to check on us often and was extremely familiar with the menu just not as polished as the rest of your staff.",0,0,0,0,0
810,"WAS HAVING A VERY ENJOYABLE EVENING , WAITRESS WAS GREAT, AMBIANCE WAS GREAT, UNTIL MY WIFE HAD REPEADETLY ASKED FOR MEDUIUM PLUS LAMB, IT CAME OUT  RAW, SENT IT BACK AND IT CAME OUT CHARRED/BURNT,THEY TOOK IT BACK AND WE WAITED FOR THEM TO BRING IT BACK OUT. I WAS ALMOST FINISHED WHEN THEY BROUGHT IT BACK OUT.   WIFE  WAS OVER IT, BARELY ATE SO IT RUINED THE VIBE.  THEY APOLOGIZED PROFUSELY  AND THAT WAS IT.  HAD THE LAMB THE NEXT DAY AND IT WAS GREAT.",0,0,0,0,0
811,"Excellent service & greeting from valet, hostess, bar tender and waiter. One of the three steaks we orders was a little over cooked for medium but than that outstanding quality of food. The entire experience takes a lot of effort and preparation but trust me, customers recognize and appreciate all the hard work and personal touch that is the Dal Rae.",0,0,0,0,0
812,Food was great.,1,1,1,1,1
813,Food was excellent as always. Server had something to be desired. She just doesnât get hospitality and made zero attempt to connect with us.,0,0,0,0,0
814,"Positive - Food is always outstanding!  Great job!
Wait staff was competent and pleasant.

Constructive Feedback - Aisles are narrow! Wait staff and customers constantly just squeezing by each other, sometime slightly bumping tables.
Dessert menu could be expanded.
For the first basket of bread, could you consider warm bread?",0,0,0,0,0
815,My husband was disappointed with a jack and coke he ordered it was watered down and tasted awful.,0,0,0,0,0
816,Michelle was very attentive and dineLA menu was a great value.,0,0,0,0,0
817,"We had a reservation at 7:30pm. When we got there at 7:15pm, they were able to seat us right away. There was two waitress who took care of us. The first one was not very inviting but the second waitress was awesome. She was professional and kept checking up on us. Overall, it was a great experience. We definitely enjoyed the prime rib more than their filet mignon. Their creme brÃ»lÃ©e didnât seem fresh either. That was the main downside since I am dessert type of person.",0,0,0,0,0
818,This is nice central place to meet my friends from various areas.  I have been coming here for about 30 years.,1,1,1,1,1
819,"A celebration of our daughterâs 42nd birthday and her first as a married woman.  Dal Raeâs wait and bar staff is excellent, especially when they work with or around table side salads and flaming desserts and drinks.  Dal Rae food is classic  American, their steaks and lamb chops were of good quality, well prepared; however, my Petrale sole, sautÃ©ed with capers came in over cooked, small pieces.  If you donât have a real sole filet, donât serve scraps.  I wasted a lovely $80 Pinot noir on a dish that barely merited a light beer.  Oh well, my guests enjoyed their Dal Rae experience. I had a good time, I stopped at In and Out on the way home. Next visit, Iâll have a steak.",0,0,0,0,0
820,"Me encantÃ³ mi primera vez que visito este lugar muy buen servicio , la comida excelente, muy recomendable",0,0,0,0,0
821,A Southern California Tradition. Old school service and ambiance,1,1,1,1,1
822,Celebrated our first wedding anniversary here. Been long times fans of Del Rae. Once again not disappointed,1,1,1,1,1
823,"Great, classy place to go out with a group of people at the upper-end scale - and all without breaking your wallet too badly.",0,0,0,0,0
824,Great job on a busy mother's day.,1,1,1,1,1
825,"A great restaurant in an area you'd never expect -Pico Rivera- best Caesar salad in southern california, and a cool vibe- absolutely worth going to",0,0,0,0,0
826,"This place is truly a hidden gem
The food is simply delicious",1,1,1,1,1
827,Very nice restaurant for a special occasion. Tables are too close together. We had to wait 20 minutes with a six o'clock reservation. Our sainted was very attentive.,0,0,0,0,0
828,It was our anniversary and this is our favorite restaurant to go to for this occasion. We had cocktails with an appetizer before our main course and had a wonderful flaming dessert. We appreciated the hostess and servers wishing us a happy anniversary and both were very courteous and attentive to our needs during the meal. This restaurant is consistent with providing exceptional service and delicious food. We look forward to having more special occasion meals here in the future.,0,0,0,0,0
829,"favorite place for birthdays, business meetings, holiday celebrations with family.
food is outstanding, service is excellent.",1,1,1,1,1
831,Great business diner at this fine long time LA establishment.,1,1,1,1,1
832,Food was delicious!  Service was super slow where we were seated.  Server was not personable.,0,0,0,0,0
833,Valentines Day,1,1,1,1,1
834,"AS PER USUAL, SERVICE WAS EXCELLENT STARTING WITH THE VALET, HOST, AND CONTINUING WITH THE WAITRESS AND BUS STAFF.  MY FRIEND HAD THE STEAK SANDWICH WHICH WAS COOKED TO PERFECTION AND ENOUGH TO TAKE SOME HOME.  I HAVE THE CRAB LOUIE SALAD WHICH WAS HUGH AND EXTREMELY TASTY.  THE ONLY COMPLAINT I HAD WAS THAT IT TOOK A LONG TIME FOR THE FOOD TO COME OUT OF THE KITCHEN.  PART OF THAT WAS DUE TO THE DATE (DAY BEFORE VALENTINE'S DAY) AND TIME (12:15).  THE RESTAURANT WAS VERY, VERY BUSY.  WE ARE LOOKING FORWARD TO OUR NEXT VISIT, BUT WILL TIME IT DIFFERENTLY.",0,0,0,0,0
835,An old school steak house!,1,1,1,1,1
836,"Service was great. We had limited time with my client. I ordered my steak medium well and asked for very small amount of pink. It arrived medium rare mostly rare. Maybe next time,,,",0,0,0,0,0
837,Love this place. Waitress wasnât as friendly as ones we have had at prior visits .  The Chilean sea bass is so yummy. Will always return for special events,1,1,1,1,1
838,"This place is great.  Good old fashion feel.  The service is great. The teriyaki tidbits and baked Brie are great appetizers.  Of course, the Prime Rib is tue best I have ever had...",0,0,0,0,0
839,Service was slow for our main course. Steak was great. It just needs to be deliver more quickly.,0,0,0,0,0
840,My husband and I had been to Delray several times before ambience always great service outstanding but food quality was not at its best my husband had the fillet mignon  and I have the Seabass my husband steak was cooked medium well when he asked for medium rare my Seabass was not as flavorful as other times I have ordered it.  It is one hour of our go to date night restaurants so we were a bit disappointed,0,0,0,0,0
841,Dal Rae is always a great place to eat. I am never disappointed with the food. I recommend the Chilean Sea Bass and I order that most of the time. This time felt like having a sandwich and I loved the prime rib dip sandwich. So good! The restaurant was having an event so it was noisy and the service was a bit slower than usual because of the crowd. I suggest making reservations every time you visit.,0,0,0,0,0
842,"My wife and enjoyed the Dal Rae in the past, and after a very busy Christmas week, she wanted a break from cooking. We had a reservation on Friday 12/29 at 6:30PM just prior to the restaurant getting very busy.

We were greeted and taken to our table. At the time the restaurant was about 50% full. The Christmas dÃ©cor was nice. 

The table spacing in the main room was too tight for the type of service that is expected for a ""premium"" restaurant. 

As the restaurant became full, the food service was somewhat hampered by the amount of  isle area to both allow guest and waiters to pass from table to table. This could be solve by removing one table and making the pathway more accessible.

We prompt had our drink order taken, and shortly after were serviced an excellent assortment of bread and a fresh vegetable platter.

Our server was somewhat disorganized as the room filled up, and we found a somewhat diminished level of service to our table. We had to ask for menu's after 5-10 minutes.

The food was very good. My wife had the sea bass, which was very good. My NY pepper steak ( was good, but I liked the prime rib I had previously better. side dishes were fine.

Once dinner was finished, it took us about 10 minutes to receive back our bill for payment once we tended our credit card.

All in all a good experience.",0,0,0,0,0
843,"Wonderfully attentive and professional service in this old school restaurant.  We also appreciated attention from one of the owners who even checked to determine if we could have a souffle since it wasn't on the holiday menu.  It wasn't an option tonite - but, this gives us the motivation to return, which we will.  Quality of the food was very high for all of our choices - beef, seafood & game + really yummy oysters to start & a rich scallop appetizer too.  Festive & cheerful environment for the holidays also.",0,0,0,0,0
844,"This is a wonderful one-of-a-kind restaurant in this area, there aren't many fine dining places in Pico Riviera/Whittier! We love the old school ambiance, relish tray and delicious pepper steak. Always a favorite!",1,1,1,1,1
845,"This is worth the drive from Los Angeles. This is classic old school food, served as well as ever. Everything is good: steaks, salads, sides and especially desserts.  Where else can you get Cherries Jubilee!",0,0,0,0,0
846,"Consistent quality, excellent high end meals. A classic in it's own right. For best ambiance request main dining room, so as not yo get stuck in over flow room. Great holiday decorations, a winter wonderland.",0,0,0,0,0
850,Great food!  The Chilean sea bass is delightful! Fried Calamari is the best! Steak is cooked to perfection! Weâll definitely come back for more!,1,1,1,1,1
851,"Experience was good, food was average .",1,1,1,1,1
852,"Both the Steak ,Fish and Drinks were above average. The Caesar Salad dressing was more like thousand island, too sweet for Caesar.  All in all a nice quiet afternoon.",0,0,0,0,0
853,Chateaubriand for 2 and caesar salad made tableside make for the perfect romantic and dining experience.  Remember to order the chocolate souflÃ© early!,0,0,0,0,0
854,The prime rib and cesar salad were superb. I normally tell people my favorite place for Prime rib is Lawrys.  Not anymore we absolutely loved the cut and our service.,0,0,0,0,0
855,Dal Rae is a classic steakhouse where service and food are always delivered in an exceptional manner.  One can only imagine the power lunches/dinners served back in the day when the aerospace industry was in its glory days.,1,1,1,1,1
857,"In a world of chain restaurants, this is a perfect change. Pick whatever you want on the menu and it will be great. We have never been disappointed. Service is as amazing as the food.",1,1,1,1,1
859,"My wife and I went with another couple. We had tickets to see ""Guys and Dolls' in Whittier. We live in San Fernando Va)ley.There was a lot of traffic, I called the Dal Rae to say we were going to be a little late. They acccomodated us and we were seated at a booyh upon arrival. My wife and I had the. Veal picattWoulfa which came with zuxhini. The zuchini was excellent.  We had the caesar sald for 2 made tableside. Giood presentation.  Inside the restaurant is beautifully preserved.
Like when I was there 40 years ago.  I would go back if in the area.  Next time will order their specialty.",0,0,0,0,0
860,"The evening was lovely except for 3 things:  Our waitress was very slow and kind of scatter brained, it was too dark (we had to use a flashlight to read the menu), and my bone-in  rib eye ($52) was very fatty which was made worse because of the darkness.  Why?  I couldn't see to cut around the fat.  And I will add that my vodka tonic was flat.  Other than those things, the 3 hours (!!!) that we spent there was a fun experience eating in a mid-century setting with great music.  All others in the party were thrilled with what they ordered from drinks, appetizers, entrees, and desserts!",0,0,0,0,0
861,"Everything was ... almost perfect! The food was excellent, the service was professional and competent, but we experienced one downside - sitting nearby were three individuals who were drinking heavily and using inappropriate language, including racially insensitive terms. We considered bringing it to the attention of restaurant management - but due to the amount of drinking, we felt the situation could easily escalate and become disturbing and unsatisfactory for all concerned. We tried hard to ignore it, but unfortunately did not quite succeed in this task.
In spite of this, as we mentioned, the food was excellent and the service was exceptional, and we would certainly not hesitate to go again.
It is our hope, however, that incidents like the one we have described would not happen again, and that service personnel would be more cognizant of unsatisfactory  behavior by customers and patrons. I am sure that would be the case.",0,0,0,0,0
862,"Overall everything was delicious and we had a great experience. My only complaint was that the tables are extremely close together, I felt like I was constantly in someone's way even if I was practically up against the table but I think sitting at a booth would not create the same smooshed feeling. Our server was a little slow between taking drink orders/food orders/bringing the bill but it wasn't irritating but for someone who doesn't like to linger I can see how that might be off putting. All in all I would certainly come again but request a booth instead of table.",0,0,0,0,0
863,"Great service!  The food was not as good as I remember from previous years. We like to go here for our anniversary and although it didn't disappoint, just wasn't up to my expectations this time .   Our server was phenomenal, however.",1,1,1,1,1
864,First time there. Loved the food hated the service. Our waitress was cold and had no personality. However i would return simply because of the food was amazing. They need to get younger more outgoing waitresses.,0,0,0,0,0
865,It really was like stepping back in time.  A true classic steakhouse with tableside service.,1,1,1,1,1
866,"Dressing up and dinning at the Del Rae is a great experience, the food, ambiance, service and the restaurant  you cant ask for more.   How ever, sitting next to a guy in a tee-shirt, shorts and flip flops , comon !    A dress code at the Del Rae is sadly lacking.",0,0,0,0,0
870,Our server Jennifer was very good. Pickle platter and cheese bread are always yummy. Wish the dinner special (surf and turf) portion was a little larger for what you pay.,0,0,0,0,0
871,"The food was amazing, the service was not so good. Our company has had several business luncheons and dinners at Del Rae and the service was always exceptional, but this time it was not. The waitress seemed to always be missing and when we requested something it took over fifteen minutes to get it. It even became a joke for the night we better order what we wanted now or you won't get it for an hour.",0,0,0,0,0
872,The restaurants never disappoints. The wine selection was excellent. The meet was warm but workable.,1,1,1,1,1
873,I highly recommend the Steak Diane which is delicious and they cook it table side. The Halibut ala bin is the best I've ever had and the cheese bread is good as well.,0,0,0,0,0
874,Great service.  Just a bit noisy.   The menu is a bit pricey.  Maybe have more selection of foods.   Overall the food was great.  Loved the atmosphere and ambiance,0,0,0,0,0
875,The piano player was very entertaining. Will return just to listen to him again,1,1,1,1,1
876,"Food, as always, great. But boy has their table service gone down!! Waitress seemed like she didn't want to be there. disappeared for LONG periods of time. Took us 40 mins just to get drinks and put our order in! Then we had to ask another waiter for our check cause she never came back!",0,0,0,0,0
877,"We were seated right away but spent about 25 minutes at our table before ANYONE spoke to us to even order a drink.  Not good. 
We ordered from the Dine LA special but it seemed dried out as if it was prepared earlier and heated up.  Inconsistent quality. 
We usually love this place but it seems to be on the decline.",0,0,0,0,0
878,"Overall very good. Disappointed with Poor Mans Pepper Steak.  Sauce was missing and that made a world of difference.  Otherwise everyone enjoyed their entrees and the service was great.  Bananas Foster could have been prepared better had the preparer not ran out of flame/heat (low on  butane).    Also the apple cobbler was not that good for the price.  No crust or crumbles.  A good piece of old fashioned apple pie would have been better, and without the 15 minute wait.",0,0,0,0,0
881,"First came here 30 years ago for a business dinner, fell in love with it then. Seems it could use a little updating inside but wonderful service and food.",1,1,1,1,1
882,The chilean sea bass has to be the must have item on the menu......melts in your mouth....quite satisfying.   The menu prices are generally higher than one might expect.,0,0,0,0,0
883,"Dal Rae never fails to impress, service was amazing and much appreciated because it was my fathers birthday dinner. Great food, great service, and a great atmosphere for any occasion.",0,0,0,0,0
884,"Must try the tableside Caesar salad, best ever!! The NY STEAK with the pepper sauce is a really good and juicy. They cook steaks right!",0,0,0,0,0
886,Dinning with special friends.,1,1,1,1,1
887,"A lot of table side cooking which is great, but tables so close together it gets too crowded.",0,0,0,0,0
888,"Old school classic steak house with tasty seafood (seabass) options. Mid-century modern vibe with a piano bar. Perfect for dates, business meetings or special occasions.",0,0,0,0,0
889,Always worth the trip when we dine at the Dal Rae. We got there early enough to not feel rushed. Table side service for the Caesar salad is wonderful as well as the bananas flambe.,0,0,0,0,0
890,"The Dal Rae never fails to impress with their great food and  service. 

Keep up the great job

Thanks",1,1,1,1,1
891,"We had a delicious dinner at the Dal Rae. Our food was cooked perfectly, properly seasoned, and presented with care. Our steak and lobster was perfect, and I think I had the best baked potato I've ever had--mostly because of the care our server took in preparing it tableside. 

Some unfortunate early issues made me concerned how wise it was to come here for my birthday. 

We waited over forty minutes for our seven o'clock reservation. When I asked about our table at 7:20, I was told diners were done but not leaving the tables. I understand, but I wondered if any effort was made to gently encourage them to go.

When we were seated at 7:45,  there was some wet food on the seat, and I waited for someone to bring me a napkin so I could wipe it off. Then when I got to my place setting, my fork was clearly caked with dried food. 

I don't like to cause a scene or make a fuss, so things like this make me uncomfortable.

Initially, our server seemed inexperienced. We weren't told about any specials or asked if we had any questions. 

Somehow, I felt like we were at the afterthought table--the one that didn't get much attention. 

Our server was very nice, as was the terrific man who packed my leftovers, but I was expecting impeccable service, and we didn't receive that until late in our meal. 

Also, I wrote a note on our reservation that we were excited for our first visit and we were celebrating my birthday, but no one seemed aware of either. 

The food was really superb, and every employee was so nice. But the restaurant is so crowded and chaotic, I would really need superior service to enjoy another visit.",0,0,0,0,0
892,We hosted guests who had never been to DalRae and they loved the food.,1,1,1,1,1
893,Dal Rae is special. It has been around for ages but still keeps up the quality.   The special touches like a relish tray and Caesar salad made at the table are what makes the experience special.   The service is also great. We would go back for a special occasion or just a romantic date.,0,0,0,0,0
894,We decided on Dal Rae for a belated birthday dinner.  Food was absolutely delicious!  We can't wait to go back,1,1,1,1,1
895,"The Dal is just the right mix of an old school steak house and speakeasy of days gone by! My go to place for a nice lunch/dinner, dressy but casual all in one. There aren't many places left like this one!",0,0,0,0,0
896,First time here. Great selections.Will be back again,1,1,1,1,1
897,"the food was as good as it always is, but the service this night seemed a bit slow. it is never as rushed as if you are at a denneys or anything, but, this time we felt a little bit forgotten.",0,0,0,0,0
898,Anniversary,1,1,1,1,1
899,"This was my 4th visit to Dal Rae's restaurant.  The food has been consistently good.  Our waitress, Sylvia, was attentive and friendly.  It was a fun night out with family and friends for dinner and a show.  I will definitely be back.",0,0,0,0,0
900,Great service and fun atmosphere. A great place to meet friends for Dinner and drinks.,1,1,1,1,1
901,"Classic retro steakhouse. Low lighting, paneled walls and leather seating. Very pleasant staff who take the time to answer your questions and offer recommendations. Food was excellent, had the prime rib and it was made as ordered. All in all a fine dinner well worth  the cost.",0,0,0,0,0
902,"Prime rib is excellent, and the service is fantastic",1,1,1,1,1
903,"The food was very good. The service was a little slow, but I did go during lunch hour and also on Valentines Day. My steak along with my salad was delicious. The only bummer part was that I was really looking forward to desert which I believe they make caramelized bananas. However, by the time I got to desert, the waitress told me that they could no longer offer it because the menus had switched from Lunch to Dinner. On this particular day, it seemed like the switch in menus meant a fixed menu for the dinner crowd. Overall, I recommend this place and will likely return in the future.",0,0,0,0,0
904,Seemed they tried to pack in the people for Valentine's Day. Won't go back for a Birthday during Valentine's Day. Food was excellent but liked the service when it was better staff to table ratio.,1,1,1,1,1
905,"Had a great date here last Saturday night. Cool, old-school, friendly, family type ambience. Food was good, but not spectacular. My filet mignon was very good, but would've been better without the sauce and special Dal Rae preparation way they served it. I would order it plain next time. Very friendly and great service. Loved our waitress Michelle; she was great. Great place for a date: we spent 4 hours there, just eating and talking, and never once felt rushed to leave. In fact, the opposite:  our awesome waitress actually sat down and chatted with us, once it got later and had slowed down a bit.",0,0,0,0,0
906,Good old fashioned place.  Feels like a steak house from the 60s.   Service is excellent.   Entrees for dinner are pricey.,1,1,1,1,1
907,"As always the table-side Cesar salad was delicious, the lobster tail... perfection and the bananas flambe' ...the bomb!",0,0,0,0,0
908,The service was great.  The food was great except for the lamb shank.  The lamb was okay but it did not compare to the filet minion or the fish that our table had.  The filet minion was cooked to perfection.,0,0,0,0,0
910,"Occasion was LA restaurant week and lunch was superb! Signature salad ordered, along with salmon and Professor had something with wine (to whine LOL).Dal Rae is known for its ambiance and swanky retro vibe. Dal Rae awarded Zagat's 50 Best Restaurants in Los Angeles.",0,0,0,0,0
911,"It was our first time attending and we were very impressed. However, the staff, in particular 'Marci or Marcy', was standing very close to our table and speaking very poorly about the customers and management. She was on the clock gossiping to other waitresses about her 'terrible shift.' It definitely toon away from the service. I don't think she realized that I would go out of my way to write a review about this. I didn't make a complaint that night because my girlfriend told me not to, but this opportunity came up. However, overall, it is very romantic and great ambiance. Definitely would recommend the place.",0,0,0,0,0
913,Still waited an hour with a reservation. Hostess who seated us was very rude,0,0,0,0,0
915,"Usually a great prime rib meal, but a little off this time.  Meat was a little grainy and not as easy to cut as usual.  Mashed potatoes, very creamy, huge  ceasar salads were tasty.  The hot Spinach salad a little too strong of a dressing.  Good garlic bread.  Service is always great and friendly.
Prices were up.",0,0,0,0,0
916,"Though the food was good, I felt the holiday menu did not live up to the one Del Rae normally has.  I was disappointed because I expected a larger menu ; if you are going to change the menu, you need to change the menu on line.",1,1,1,1,1
917,Everything was great . Till we got the bill and was shocked to see that they charged us 155.00 for the lobster my daughter ordered . The waitress should of let us know before hand . All she said was oh yeah prices double during the holidays . What !!!,0,0,0,0,0
918,"I've been coming to the Dal Rae for 15+ years, but usually for business lunches.  On a recent Saturday evening (11/12/16), I was disappointed in the handling of the reservation.  We had a 7:30pm reservation, and arrived at 7:15 and checked in.  We got the ""buzzer"" and headed to the bar, which was jammed, for a drink and to wait.  And wait.  And wait.  And wait.  At 7:45pm, I went to ask how the wait was and when we could expect to be seated and was told - very soon, there are people who are done but aren't leaving.  OK ... I get ""lingering"" but at a high end place with lots of people waiting, hosts should be ready to help gently move people along.  At 8:05 I asked again and now was told that the host was indeed talking to the tables where they had been long done.  We were finally seated at around 8:15 or 8:20.   That frankly didn't get the evening off to a joyous start.  We went from anticipating the meal to being starved, to just being ready to get in and eat and out.

The food itself was Dal Rae standard.  Meats prepared to order.  Tableside Caesar features the old fashioned preparation, including a real egg lightly coddled and added in along with anchovies and so on.  Chilled salad forks and plates make sure greens stay fresh. Prices are high, but you get high-quality beef or seafood.  Dinner for 2 with 1 cocktail, 1 glass of wine, 1 dessert, tableside Caesar, and two entrees was about $180.00.  

I think they should scrap the side of sliced tomatoes if they're not going to serve flavorful heirlooms ... 20-40 years ago people accepted the flavorless icebox beefsteak tomatoes, but today those seem very dated and not at all tasty. Those were a complete miss.

Flourless chocolate cake was good but I didn't find the accompanying coffee ice cream to add much - a good vanilla bean would be a better complement, or else amp up the flavor of the coffee ice cream.

Service was good though busy and rather harried in the early (sort of) part of the dinner.",0,0,0,0,0
919,I've been going to this restaurant all my life and have never had a bad experience. This time things did not go as well,1,1,1,1,1
920,"I always love going back in time and visiting the Dal Rae.  It is really the main decent restaurant in that part of town. In fact it is a displaced restaurant where it sits surrounded by little Mexican food dives and fast food. Their food is top notch, there wait staff is very professional ,  and their prices are fair for what you get. Portions are really large! I'm so happy it is here for a elegant dinner without driving all the way to Pasadena or Los Angeles.",0,0,0,0,0
921,"Yummy across the board, very old school old chop house style , the kind of attention new reasturants cant or won't do. Wait staff was a little stuffy but that the nature of the beast.",1,1,1,1,1
922,"We have dined here for many years.  Our service on Friday was slower than usual.  Don't know if it had to do with the number of people dining, but we have had better service.",1,1,1,1,1
923,Great service and wonderful old-style dining experience. The special Dal Rae anniversary meal was a great value and was quite good. Noted for tradition steakhouse meals that will satisfy any and all meat lovers but on the pricey side.  Friendly staff and ownership made us feel very welcomed. Small parking lot and mandatory valet service for our car was a negative because of the wait and expense. Parking staff was doing its best under the circumstances.,0,0,0,0,0
924,"Our waiter, Derrick, was very friendly and very knowledgable, and accommodating. Food and ambiance, was very good.",1,1,1,1,1
